username,rating,comment
k*****o,5,I love it!!!! Nice quality looks very elegant and unique. Definitely recommend this one. Also very well packed and secured.
h*****a,5,"Best Feature:not flimsy
Value For Money:yes
Product Quality:10/10

Hindi siya yung madaling mapigtas. Pair sila nung silicone cover na binili ko. Lakas maka-sosyal! Sana lang wag mag-tarnish yung gold hardware. Sorry vid not related pero cute ng kitty cat namin oh hehe"
t*****e,4,"Suitability:7/10
Quality:7/10
Appearance:8/10

ang mahal niya tas nangitim agad pero okay lang maganda naman siya as keychain"
d*****h,5,"the item is so nice!! very clean looking also aesthetically pleasing,, the item was packed nicely but only came in a bubble mailer"
a*****o,5,"Best Feature:Good
Value For Money:Good
Product Quality:Good

Ang ganda super. Medyo na delayed lang yung delivery dahil sa bagyo pero overall sulit and super ganda."
b*****s,5,"Best Feature:Cute cute
Value For Money:Sulit deal
Product Quality:Premium quality

Super nice ng mga items sa shop na ito. Medyo matagal lang dumating pero worth it naman. Tama lahat ng orders ko, pati kulay. Wala damage. Kumpleto at may freebie keychain pa. Safely arrived. Naka bubble wrap. Thank you seller sa susunod ulit. Order ulit soon."
o*****x,5,
p*****z,5,Thank you so much dumating na agad ung order ko i like it at hindi na ako mahhrapan sa paghawak ng airpods ko Godbless kahit na overseas
k*****a,5,"KAY LENI ROBREDO TAYO! SA GOBYERNONG TAPAT, ANGAT BUHAY LAHAT. THE LAST MAN STANDING IS A WOMAN🌸🌸🌺🎀💗
#LETLENILEAD2022"
g*****o,5,Yay! Finally! Ang ganda 😍 Medyo matagal lang dumating pero worth it naman ang paghihintay. Hahaha Thanks din sa freebie seller ♥️
t*****n,5,"Best Feature:Love the details of the designs
Value For Money:Worth it

I hope it will last for long and it will not fade. It suits well with the airpods case"
mjed2,5,"Best Feature:good quality
Value For Money:worth it
Product Quality:good quality

Received my order soooo happy 
Thank you seller!
Thank you ! Thank you! Thank you ……………………………………………………………………………….."
h*****3,5,"Product Quality:Good
Best Feature:10/10
Value For Money:10/10

Fast Delivery, Good Quality.. the item is soo cute i love òit  the give me a freebies. well order again soon.. cause my sister and i love it.. and its cheaper but good quality. thank you reseller .. hope this last long 😘😘"
s*****o,5,Supeeeer cute and simple!!! For all season!!!!! I’d definitely reco this :)
banitolentino,5,"Best Feature:good
Value For Money:worth it
Product Quality:durable

We will order again thank you so much seller maganda, matibay sulit pa sa pera, next time maraming salamat"
lalala.ph,5,It’s so pretty!! Thank you for these lovely keychains! ❤️ I recommend this shop! 💯
glay_lee05,5,"Performance:Durable and flexible
Best Feature:Correct color
Product Quality:Fit for Xiaomi Band 7

So cool product.
Nice and accurate Colors and really fit with my Mi Band 7."
migzqueron,4,"Product Quality:10/10
Performance:10/10
Best Feature:10/10

Panalo sa presyo. Mabilis pa shipping kahit abroad yun seller. Kudos shoppee."
a*****n,4,First time to purchase these items from this shop. Items were packaged well and shipped immediately. I was given a wrong color for one item but seller refunded that one.
j9u_ar0k3g,5,"Performance:Good
Best Feature:Good quality
Product Quality:Great

I like this product as it fits perfectly to out watch and that it's available in many different colors, but the delivery took long."
j*****l,5,"Mejo matagal lang dumating, pero ayos lang fit naman sa mi band ko. Mejo di lang fit sa butas yun lock need lang sanayin iexpand. Thank you!!"
mhaidarassalvan,5,"Product Quality:durable but not so soft like the original , pero okay siya☺️

Parang original band din siya hehehe nakaka happy. 
Thank you seller for this"
m*****a,5,"Performance:goods
Best Feature:nice
Product Quality:goods

Infareness kahit ang tagal tagal ng delivery 5stars sa packaging.."
miiintchip,5,"Performance:it holds mi band 6 well
Best Feature:nice color
Product Quality:100/100

Thank you seller, i love it. Till next time."
fractalblues,5,"Performance:10/10!!!

Sulit talaga pag plain black lang. Akala ko matigas siya tulad ng last order ko from a different shop but its surprisingly soft, little difference sa original strap pero konting stiff lang siya compared sa original pero ok na din!"
area63,5,"super nice, salamat seller worth it talaga. salamat suki rider. ano pa ba mahihiling ko ang ganda kasi."
angelitasingh975,5,"Performance:good good
Best Feature:color is ok
Product Quality:good

Product and quality is ok"
b*****l,5,"Performance:Good
Best Feature:Good
Product Quality:Good

Maganda."
tow_fee,1,SOBRANG TAGAL DUMATING KAKA YAMOT PA NG ICHURA NUNG DUMATING ANG ITEM IBA ANG DESIGN VS. SA PIC.
gemmarubin,5,Nice product.. Thank you seller
icongantion81,1,"Wrong color, and not silicone, waste of money"
jessarosecontreras1825,5,"ang gaganda ng strap, nagustuhan lahat ng pinsan ko, kasyang kasya sa knya..thanksss much po"
q*****g,5,Thank you seller. Recommended 😍
r*****s,5,
milliezel,5,"Product Quality:High

Gaganda ng quality💜"
j*****a,5,Thank you ! love all the items ❤️🧡💛💚💙💜🤎🖤🤍
cali0697,5,Okay for the price :)
joylyngangoso862,5,Ang ganda. Thank you
mackkcam1308,5,
eqbaba,5,very nice
mimi2141,5,
lcpapparel,5,
doreensarco,5,"Performance:good
Best Feature:color
Product Quality:good

Receive items in good condition. It fits the miband 6 good. Cool colors. Elastic band. Hopefully it will last."
ashleyjoymorandarteadorna,5,Super like it
cielo03,5,Ang nice Ng products
patriciamaeparedes,5,"Good Quality
Nice fit"
i*****o,5,"Best Feature:good
Product Quality:better
Value For Money:good

nagkasya agad siya unlike nun iba na mahirap ikabit. maganda din Ang kulay."
gigijoyce,5,"Value For Money:worth it
Best Feature:light weight
Product Quality:great

it's freaking aesthetic y'all! 😭😍 I love the high  quality and the color is soooooooo pretty. what you see is what you get. the item was shipped and delivered immediately, so good points since i'm kinda impatient lol. 🫶🏻 the packaging is simple and secured. this is good for gifts who has an apple watch/digital watch. it's alsooo affordable. highly recommended!!!! SO HAPPY 🥰

thank you so much seller!! 💗"
j*****a,5,"Product Quality:very good
Best Feature:rubber
Value For Money:incredible

Sa wakas kasya itong isang ito kaya sa 4 na klase eh 2 ang successfully naipasok ko at 2 ang hindi."
m*****a,5,"Value For Money:yes
Product Quality:good
Best Feature:price and quality

Worth every peso. Bang for the buck. Will order other colors soon. Thank you seller. Wekwekwek"
annickwinsyl2431,5,"Product Quality:Good rubber
Best Feature:all
Value For Money:worth it

Ganda ng rubber starlight color. Compatible naman siya sa smart watch ko unlike sa case for my 45mm sayang huhu."
rrt2619,5,"Complete and in good condition items maganda lahat. Yung black lang na strap malaki nabili ko, pero ok lang para hindi masyado masikip."
rainahramos,5,"Best Feature:design
Value For Money:good
Product Quality:okay

Correct design as what i ordered. Hoping na kasya talaga sa watch ng mom ko. Simple gift for this coming mothers day for her hihi. Thanks sa mabilis na pag shipout seller"
a*****p,5,"Product Quality:100%
Value For Money:very good since mura siya
Best Feature:cute design na medj bulky

Bought this as a gift for my parent and so far okay naman siya. Maganda naman."
beyybee,5,Second time order here.Satisfied customer.More items to buy.Different colors.Matagal dumating dahil ibang bansa but it’s okay.
karlamanit,5,"Value For Money:❤️
Product Quality:really good!
Best Feature:the strap

It fits perfectly on my series 3. I like how it locks too and doesn’t loosen easily."
d*****e,5,The Quality is so nice! The seller is accomodating and Patient! I would like how they shipped the items fast and even sent a photo before sending. Great Experience! Will definitely buy this item again! Kudos to the shop and seller!
jelltan18,5,"Value For Money:good
Product Quality:good
Best Feature:good

Isang Tiktoker trending dahil pinaghalong Angel Locsin at Loisa Andalio daw ang kanyang beauty! Bagay sa kanya yung top niya at kalook alike niya nga talaga sina Angel at Loisa!"
m*****y,5,Great products! So durable! I like it very much!!! Fast delivery! I'm going to order this again. Hoping my spylater to be approved soon!
beyybee,5,Walang damage. It fits well. I will order again different colors. Nagtry lang muna ako kaya isa lang order ko. Thats all thank you
kyuurilee,5,"Best Feature:Best Feature
Product Quality:Product Quality
Value For Money:Value for Money"
nhamz_here143,3,the black one is not the same package as the picture shown or the reviews for the other buyers and i ordered 49 ultra but I not what I expected.
uglybossmong2208,5,"Received the item already packed and delivered properly with no scratches or damage, already used it and im satisfied with the item, hope it last forever so i can used it and value for money.. thank you so much till our next transaction.."
ravacloset.ph,5,"Value For Money:worth
Best Feature:color
Product Quality:good

Thank you seller everything was nice and it fits all worth the price The item was well packed and delivered immediately."
ronaldronlopez,5,"Product Quality:Superb
Best Feature:Superb 100%
Value For Money:sulit ang bayad Legit

Ordeer po ulit ako ibang kulay ang ganda pla legit na legit ganda ng kulay 😍😍😍😍😍 salamat po di ako nabigo sa ibang shop pangit kasi dumating iba sa picture sa actual kaya highly recommended ang shop.na ito🧡🧡🧡🧡🧡"
tanakaakiijomu,5,"Value For Money:good
Product Quality:good
Best Feature:good

nice love it will order again"
j*****.,5,"Product Quality:okay
Best Feature:nice
Value For Money:ok

photo and video not related, but actual items are nice.. delivery took a while but it’s okay. i will order again, thank you seller."
alexaminvee,5,"Best Feature:same as original
Value For Money:worth to buy
Product Quality:super nice quality"
b*****o,5,"Product Quality:9/10
Best Feature:9/10
Value For Money:10/10

This is worth buying, must have! Highly recommend!"
jipiyipi,5,"Best Feature:elastic
Value For Money:awesome
Product Quality:dope"
jayceepabs,5,The product quality is superb love it
raizalagusay,5,Wowers!!! Very nice color
d*****l,5,"This month, you must November that Smart offers weekly FREEBIES! Get it while it's hot! 

Dial *123# NOW to score great deals!"
jeffreyingallavardeleon,5,gaganda po thank u seller 🥰
m*****m,5,
mariaebbesglaizamanalo,5,
m*****o,5,"Performance:sarap ng flavor neto sobrang solid
Best Feature:packaging and quality
Product Quality:so far so good wala akong masabi sa sobrang sarap at sulit neto bili na kayo"
vynzvielleveatrice,5,"Best Feature:100
Product Quality:menthol tlga lasang lasa
Performance:100

Thank you Seller... Legit tlga ang vape juice... oorder po ako ulit...."
kenneth1716,5,"Performance:good
Best Feature:good
Product Quality:good

Mag order ilit ako pag na ubos ko napakabilis maipadala ng seller ang item at walang delay sa daan"
d*****0,5,Sobrang lamig ng ventos fave ko talaga to mabilis din dumating nagsesend si seller ng pic before shipout
stupidberly,5,"Arrived early
Fast and well pack..
Definitely order again soon..
Thumbs up sa seller...
Salamat shopee...
Salamat seller.."
y*****z,5,"Product Quality:10/10
Performance:10/10
Best Feature:10/10

Nice product! Safe and secure dumating fast ship din. 
Nagsesend ng pic si seller before ship out. Magcheck out na kayo!"
r*****0,5,"Best Feature:may mga pa freebies si seller
Product Quality:solid 100% legit ung mga juice
Performance:legit seller

mabait si seller nagsend ng picture bago isend and may pafreebies xa na tester at sticker will order again soon salamat paps"
j*****g,5,"Product Quality:The best
Performance:Menthol
Best Feature:price

The product is best and the menthol is great, I like also the packaging kudos to the seller, sana next may freebies na hehe"
jerichosaramosing,5,"Pang 3 ko na tong order sa ventos nila and still good parin walang halong joke hahaha, basta masarap talaga ventos pa ubos na ngaa akin hahagah"
c*****e,5,Maraming salamat po seller sa maayos at mabililis na shipping. God bless po sa inyo at more sales po sa shop nyo. Okay ang packaging safe ang items.
maion08,5,"Ok sa store nato kung ano nsa pics yun tlga itsura, di ko p nataste kung ok kasi mayroon p bala vape ko. May nabili ako sa ibang store na myroong nkasulat na "" may nakakalasong kemikal"" haha natakot tuloy akong gamitin tinapon ko nlang."
m*****w,5,"Was delivered 3 days ahead of schedule. Was expecting it next week but got delivered today. Packaging is well done as well, no leaks 👍🏼"
j*****o,5,Well packaged and secure na secure talaga yung item walang tapon at walang sira solid yung juice and u really paid base sa quality ng items
chapsbee,5,"Performance:salamat seller sa maayos na packaging no leak happy sa purchased ko sa uulitin
Best Feature:10
Product Quality:10"
lieirishfranciscolovena,5,"Product Quality:ayus guys may pa freebies pa si seller
Performance:10/10"
m*****i,4,Yung label sa picture iba ang label sa actual pero sinasabi naman ng seller. Though same flavor naman. All goods naman.
rhaine0320,5,Sobrang bilis ng service di ko na napicturan 3x ko na umorder sa shop na ito at legit ung mga juice highly recommended
x*****6,5,"✔️ Item in Excellent Quality
✔️ Item Shipped Immediately
✔️ Item Well-Packaged
✔️ Thank youuuuuu Shopee and Seller!!!!!!!"
ctplete,5,No problem with the seller since the seller is very accommodating. The problem is with the 3rd party logistics of Shopee specifically J&T.
conseyarceo,5,"Performance:nice
Product Quality:good
Best Feature:taste good"
rickyroamguerra,2,Anlayo ng nasa pic sa dumating sakin
shoti001,5,"Best Feature:10
Product Quality:10
Performance:10"
meimatsumura,5,All goods Thanks seller until next purchase ❤️😻
phillipkarldc,5,Goods
crossbone1114,5,
maya.collin,5,
jinyerson24,5,
markalden22,5,salamat sa freebie
13thgrave,5,Product arrived in good condition. Still untested yung juice pero mukhang masarap naman. Will update my review once tested. Thank you seller! More transactions to come. 😁
aldriza10,5,"Best Feature:great
Performance:great
Product Quality:great

took just 2 days para mareceive, quality items as expected"
c*****9,5,well packed.very good nice po talaga ng tablet walang damage mabilis ang connection..nung dumating kagapon 80% ang battery as of now 40% pa rin..order na po kayo..di sayang ang pera nyo..super happy po kami..salamat po sa seller at 5 days dumating na order nmin🥰🥰🥰🥰👍👍👍👍
n*****x,5,"I only placed the order after seeing a good evaluation. The operating memory is large
 running fast
 and the performance is very strong. The resolution of the screen is not bad
 very clear
 the colors are really bright
 the screen is very good"
t*****9,5,"The goods have been received, and I only placed the order after seeing a good evaluation. The operating memory is large, running fast, and the performance is very strong. The resolution of the screen is not bad, very clear, the colors are really bright, the screen is very good"
3*****n,5,"Must be praised, the courier also delivered to the door and the service is enthusiastic, but it is good, the quality and speed are worth buying, the most important TABLET is also worth having, after all, the function is good"
8*****k,5,"and I only placed the order after seeing a good evaluation. The operating memory is large
 running fast
 and the performance is very strong. The resolution of the screen is not bad
 very clear
 the colors are really bright
 the screen is very good"
a*****n,5,"Gustong-gusto ko ang tablet na ito. Malaki ang screen at makatuwiran ang presyo. Ginagamit ko ito para sa panonood ng mga drama. Napakalakas nito. Malinaw ang screen at maganda ang kalidad ng tunog. Medyo mataas pa ang face value, haha! Mahal na mahal ang kulay! I-follow up pagkatapos gamitin ito!"
m*****2,5,"The seller delivered within the specified time period. Products are well packaged and packaged. address clearly stated as stated Friendly product, good quality, reasonable price, very good quality product. Good value for money, fast delivery, highly recommend this store. Shipping was very fast."
b*****z,5,"Performance: very good
Best Feature: fast internet
Product Quality: good quality
Simple color and very light and thin atmosphere, good material, easy to carry, excellent processor, fast running speed, high screen pixel, good sound effect, good video effect Each. Very convenient, entertainment and l"
y*****w,5,"thank you very much! My daughter loves it so much! Her online courses are also fine, I haven't tried to install the simcard yet, I hope it works too. ) I have downloaded another application. Thank you for coming too.Fast delivery. What you see is what you get. Work flawlessly and quickly. I receive"
6*****k,5,"came quickly all the whole in the package itself tablet is convenient and made competently, the video on it looks nice sound, The color is beautiful, with the seller communicated, a good person, sent quickly, thank you, how to start to use the review, I'm sure that the kids for gifts!"
s*****t,5,Thank you so much seller for the freebies 😍😍 ... 100%legit and original . No dents and even securely wrapped ... Will recommend this shop and also the seller is very friendly and help you all throughout the set up of the tablet ... 😍😍
x*****b,5,"We received the tablet and the price was really good. Battery: So far so good. Internet speed: fast enough! Communication signal: great! Sound quality: very clear! Microphone: perfect! A legal, reasonable and recommended store and owner: Thank you very much for providing me with a great tablet"
0*****3,5,"The package arrived today! ❤️ Thank you so much. Good for online class. Also thank you to the seller, very responsive and kind 🥰 money was worth it, super~"
i*****i,5,"I ordered this tablet PC as an advance bday gift for my daughter, and wow, she loved it! The package came earlier than expected! The packaging is so secured (thick, pouch like bubble wrapping)!   Kudos to the shop and seller, and also to kuya delivery guy. This shop is definitely recommendable. I’l"
n*****s,5,"Mukhang maganda, masarap sa pakiramdam, napakadelikado at malinaw ng screen, napakaganda ng sound effect, napakalinaw ng tunog. Napakalinaw ng shooting effect. Sapat na ito para sa pang-araw-araw na buhay. Ang memorya ay sapat na malaki at ang operasyon sobrang bilis. Yung malaking battery kayang tumagal ng isang araw. No problem. All The functions are all available and very complete. Napakaganda ng tablet at napakalaki ng battery. 😍😍😁"
m*****4,5,"I like this . The seller will ship the goods after inspection. The data is real and runs smoothly. I am very satisfied. And open the check before payment, I am very satisfied, thank the seller for considering us, 5 stars"
0*****a,5,100% legit. 2nd time to order from this shop and they never fail to satisfy me. Super secure pa ang product kaya no need to worry. Napakaresponsive pa ni seller sa chats. Thank you Thank you. Will surely order again. I higly recommend this shop.
6*****_,5,"Natnaggap ko ang tablet pc at nagustuhan ito ng aking anak na babe.Maganda ang mukha/appearance ata madaling gamitin.Nakaksagap ng signal agad.Mabilis ang Internet,makinis,napakahusay,mahusay ang kalidad ng tunog, murang presyo,mabilis na logistic at mahusay ang ugali ni Seller."
f*****p,5,"""The speed is very fast and the service is also very good. I hope my daughter will like it. This is her online course. Thank you seller. The products are handled very well and the packaging is very good, so together with the delivery team provides excellent customer service. All functions are runnin"
2*****_,5,"legit store! mabilis na nadeliver at safe ung package. complete ang laman at maayos ang Tablet. recommended shop to purchase ur Tablet.
noice legit😍😍😍 thank you seller,shopee and kay driver!"
j*****5,5,I received a tablet. It runs very fast. Both prices are top-notch. Very good processor configuration. The battery is also very durable. The screen is very clear. Watching TV shows is very convenient and fast. The music is also good. These videos are too convenient and the clarity is very high.🥰❤️
d*****l,5,This tablet is very fast. It will download an app or a book in my library in just a couple of seconds. The picture is fine (all displays these days are pretty good) and the audio is great
_*****6,5,"Online shopping is really inexpensive, first time shopping, fast and convenient, the shipping speed is excellent, I received the item and like it very much. As powerful as this, I recommend it to everyone. The price covering this product is really great."
u*****6,5,"The express arrived soon. A very satisfying shopping trip. I want to sell a good business, appearance and material: good design appearance, graphics card effect: clear screen, good pixels, computer realization: suitable"
r*****i,5,"It's been a long time since I bought the tablet and finally decided to buy it, I like thecolor, I am very happy to receive the product, it is what I expected, strong packaging, strong gift and Fast start, very fast response, color is positive, body is very thin and weight is ok, fast charging"
i*****c,5,"The tablet is just an artifact, better than the one I bought before. The HD screen is particularly clear, the operation is smooth, the sound quality is clear, the volume is super large, the price is cheap, the price is very high, I love it, I buy it, I earn it, absolutely five sta"
x*****k,5,"Performance: good
Best Feature: fast network
Product Quality: good quality
Very satisfied po ako sa mga tablets and sa delivery. Very well sealed din yung package. super love. My daughter really liked the tablet. it works properly thank you so much seller and thanks for the freebies."
p*****w,5,"A very satisfying shopping trip. I want to sell a good business, appearance and material: good design appearance, graphics card effect: clear screen, good pixels, computer realization: suitable"
alitatrisinio,5,"Performance:1010
Best Feature:fantastic
Product Quality:very good😍😍😍

Hindi masasayang ang perang pinaghirapan nyo kudos sayo seller👍👍👍keep it up😊
My son super love it😍"
n*****t,5,Wow legit seller👍this is my 4th time in ordering from this shop... CS is very responsive.. complete orders.. packed well.. rider is very kind too.. I will surely order again and will recommend this shop.. buy yours now.. aside from freebies you can also get a discount😊 thank you super love Realme
09hime23,5,"Performance:Excellent
Best Feature:All is Good
Product Quality:Excellent

I waited for so long just to recieve this parcel, It was worth it😍, The product is good and took no damage while being delivered. Thank you Seller🥰🥰 and thank you Shopee❤❤❤"
ameerasamdudin,5,"Performance:Excellent

excuse my nails but, this is super worth it! mabilis din siyang dumating. will definitely order to this shop again."
l*****n,5,"Best Feature:good
Product Quality:good
Performance:very good

Received my order po seller.kahit matagal dumating kc galing pa chaina 20 ko inorder dumating 29 na.khit matagal wort it naman kc maganda...edith kopo review ko bat ganun bakit pareho nang name nang Bluetooth d tuloy magamit nang sabay..sana nmn iniba nang name..nadi sapoint ako nang very light"
k*****x,5,very nice quality excessive strength of sounds i hear nothing else but music when u use both at the same time grabe ang ganda talaga satisfied ako sobra order ulit para sa parents ko naman thank you seller nagtaka lang si me dahil kahapon daw dineliver e nong sunday pa to dumating sa susunod po ulit
s*****r,5,"Performance:Durable
Best Feature:Easy to grip
Product Quality:Good

Received correct, complete, brand new and intact item. Super fast delivery. Physical item and advert are the same based from item received. Provided good Customer service because the shop fulfilled my request to pack the items securely. Shop is reliable and highly recommended to all"
shierogador,5,"Product Quality:good
Performance:reliable
Best Feature:easy to geip

All order were received in a bubble-wrapped envelope. ALL COMPLETE, brand new and nothing is missing. Very good customer service and fast delivery."
m*****7,5,"Performance:order recived at super ganda niya
Best Feature:gumagana at madli gamitin
Product Quality:100% good quality"
r*****s,5,"Product Quality:good
Performance:Nice
Best Feature:fast connection

A headset that provides a two-way connection to the user's cellphone via Bluetooth. Fitting in one ear only, the part that is pressed slightly into the ear canal typically comes with removable small, medium and large tips."
w*****2,5,"Best Feature:Very Nice
Product Quality:Good Quality
Performance:Very Nice

Thank you Entrego courier, rider coz you delivered it directly to my specific door, I really appreciate it and to you seller. I tested it already and it's true that it's cancelling the noise background and it's in a good condition. I highly recommended this store. Thank you once again."
b*****_,5,"Performance:okay
Best Feature:appeal
Product Quality:good

Okay lng. Tho ma disconnect sya often. Mg connect nmn sya after 2-3secs. Nakaka inis Minsan pro overall goods nmn"
a*****2,1,"Performance:it has delay very bad one
Best Feature:wireless
Product Quality:mid

Do not buy you have delay on the earphones
I recommend to not buy it has delay I used it on gaming it has like 1 second delay do no order!"
ksks_hshs,5,"Best Feature:easy press
Product Quality:worth it bilhin
Performance:both earpods (left and right) are working. the music is good

Will buy again ehe. Pag may pera na ulit and I'll recommend this to my kakilala."
j*****n,5,"Best purchased! Excellent quality.
Very accommodating seller. Well-packaged.
Thank you so much! 

16 So wash your hands. Make yourselves clean. Get your evil actions out of my sight! Stop doing what is wrong!  

ISAIAH 1: 16"
nomerpajrito29,5,"Product Quality:good
Performance:good
Best Feature:good

Salamat shopee salamat seller hoping na tumagal pa siya....d ko pa na try dahil na bz hehehhe sunod nlang edit ko pag maganda ang tunog nya✌️"
p*****o,5,"Performance:ok
Best Feature:affordable
Product Quality:ok

I dont know how to use this. TOO SMALL I got this during a flash sale for a very low price! (Piso sale) The item looks good and definitely serves its purpose. I am hoping to get more deal through shopee & participating shops such as this one! Thank you seller!"
b*****9,5,"Performance:nice
Best Feature:nice
Product Quality:nice

Got this in time and will give this as a present to our relative. So far okay naman sya when we tried. Hopefully it will lasts🤗"
,5,"Performance:Great
Best Feature:Great
Product Quality:Great

Ok Naman L&R parehas gumagana, medyo late lang sound nya in gaming"
gaylyle,3,"Performance:right earbud has lower volume than the left one.
Best Feature:it pairs fast with your device via Bluetooth
Product Quality:it's bigger than expected. slightly harder on the ears.

The left bud has to be positioned carefully on the dock to properly charge."
j*****r,5,"Performance:10
Best Feature:10
Product Quality:10

thank you very much
YAHWEH bless ü
Legit Seller
Recommended Seller
always keep and maintain a good service
Kudos to seller
MAGANDA"
kikayanirtakricafort,5,maganda sya sa halagang 198 sulit ang lakas hindi rin basag yung tunog niya sana wag lang siya agad masira ok namn performance so far thank you seller sa uulitin
sonnysun246,5,"Performance:good
Best Feature:good
Product Quality:good

Super legit. Good quality and very affordable price. Thanks to seller and Kuya. God bless..."
a*****n,5,"Performance:okay
Best Feature:okay
Product Quality:okay

Pasensiya na po, ngayon ko lang na rate at akala ko po hindi naideliver. Sa halagang piso ayan ang na order ko na akala ko hindi na deliver. Salamat po"
5ej_h0gu6c,5,"Performance:Good
Best Feature:Sensored
Product Quality:10

Nice thank you!"
j*****o,5,"Performance:5/5
Best Feature:clear sound
Product Quality:5/5

This is my first time buying a bluetooth headset LOL had to ask a friend on how to make this one work. It's nice though coz the battery life of the headset will be displayed on the phone."
s*****n,5,"Performance:item is in good condition its really work nice sound
Product Quality:good

Its perfect and nice"
jovelbatictic,5,"good quality, maganda ang tunog, walang damage, maganda rin ang packaging, salamat seller at sa rider,, oorder aq ulit"
ronojun,5,"Performance:100/100
Best Feature:Mini size
Product Quality:Superb quality

Parcel arrived to me safe & sound. Thanks for the hassle-free transaction. I will definitely recommend this shop."
j2ik8ge7fu,5,Parcel received in a good condition. The items is nice and beautiful and I excited to try it and it's working. Thank you shopee and to the seller of this store. Godbless and more sales.
g*****a,5,"Performance:Maganda at clear na clear
Best Feature:Good
Product Quality:Good

Maganda po sabi ng husband ko
Di po kasya sa tenga ko kasi maliit tenga
Maganda sa mga virtual meetings"
zereyza,5,"Performance:yes
Best Feature:yes uwu

as for de wireless earbuds, i like the product quality, but theres a slight difference in the sound quality that I dont quite like but is fine is okay becos yes uwu"
n*****3,5,"Best Feature:9/10
Product Quality:8/10
Value For Money:9/10

Sakto sya sa size ng watch ko, ganda nya good choice i will buy again arrived time as I expected thanks"
j*****l,5,"Best Feature:diamond
Value For Money:10/10
Product Quality:10/10

The items were secured and nicely-packed.  Items were received in good condition.  Very nice to look at because they are so shiny compared to other casings.  I like them so much!"
myshoppingbox00,5,This product is really nice. I love the quality and the price is just right. I ordered it and shipping was on time. I would definitely order more. Shipping is fast and item is secured. Love it!
portiajulianaadonis,5,"Value For Money:Good
Product Quality:Good
Best Feature:Ang ganda nya

I received the parcel in good condition and well package...Thank you seller and thank you din s mga rider😊☺😘😅💗💕"
c*****w,4,Received items complete and in good condition. Well-packaged. Received on the expected date. This case might scratch your watch. hoping to have a silicone version of this. but its really cute and fancy.
sam_samoy,5,"Best Feature:nice

Got the actual order
Good packaging
Fast transaction"
s*****6,5,"Everything I bought was beautiful and even cheaper compared to other stores. The seller was also easy to talk to and kind so I bought from him again. All my orders are complete, and the packaging of the items is also safe. Thank you seller."
n*****n,5,"Best Feature:maganda , problem lang hindi ko maikot yung bilog sa gilid dahil sa case
Value For Money:g
Product Quality:Good quality

thankyouuu , happy for the product will order again."
prettymhela,5,"Best Feature:very good
Value For Money:worth every penny
Product Quality:so good

the quality is so good and it fits very well. exactly what i needed so its ok if i waited for it"
rosellepaatscua,5,"Value For Money:its a good buy
Product Quality:awesome
Best Feature:they are all in good quality

Since its overseas, the parcel took more than a week to be delivered but its worth the wait. Thank you seller and to the rider."
w*****n,5,"Best Feature:bling
Value For Money:worth it
Product Quality:good

1st time to order and I’m not disappointed. The cases are super nice and mabilis din ma ship. I will buy more cases from this shop 💜"
r*****6,5,"Best Feature:sosyal
Product Quality:mukhang matibay
Value For Money:worth it yung presyo nya

Ang gondoo!!! Bilis din ng delivery. Thank you seller,will order again"
j*****o,5,"Best Feature:shala
Value For Money:sulit
Product Quality:nice

Thank you seller we love it hope to order again 
Product is affordable to its price..my daughter loves it"
katrinhazelacero,5,"Best Feature:ang kintab
Value For Money:verry satisfied
Product Quality:nice

Sobrang ganda sulit ang byd... Mukng susyal tlga..love it will order again...."
bicbicacious,5,"Value For Money:⭐️⭐️⭐️⭐️⭐️
Product Quality:⭐️⭐️⭐️⭐️⭐️
Best Feature:⭐️⭐️⭐️⭐️⭐️

All orders are complete and correct. Fast delivery also! Will buy again for sure! Thank you so much seller!"
v*****a,5,Maganda po lahat! Sana dinamihan ko. 😃 Kaso walang freebies 😃 Thank you seller at kay rider na mabait. ☺️ will order again soon 🥰
charylaine,5,Legit good quality no damage👍👍👍👍
r*****k,5,"Product Quality:high
Value For Money:worth it
Best Feature:classy

Sobrang ganda! Thank you! Worth the wait. ❤️"
s*****h,5,"Item arrived earlier than expected 🙏🏻 it's packed nicely and neatly so super thumbs up talaga ko sa seller, item, and also sa courier. I will surely and definitely recommend this shop sa mga friends and colleague ko. Thank you so much! ❤️❤️"
a*****5,5,"Best Feature:The diamonds
Value For Money:Fair
Product Quality:Grear

🙋🏻‍♀️ one delighted customer here!
🚚 super fast delivery
👍🏻 item was correct, well-packed and very pretty
👌🏻 seller is nice and accommodating
💁🏻‍♀️ definitely a smooth transaction. keep it up seller, Shopee and all the people involved."
s*****s,5,"Product Quality:9/10
Best Feature:8/10
Value For Money:10/10

Affordable and quality of the materials okay sya. Worth it yung price, although matagl yung shipment🤣😆"
m*****o,5,"Value For Money:10/10
Product Quality:10/10
Best Feature:10/10

I love them all. Will order again. Fast delivery. Well-packed. Affordable. Thank you seller and thanks shopee"
amberryap,5,"Best Feature:stones
Value For Money:so worth it
Product Quality:excellent

It looks so mamahalin! Its so worth it. Bili na kayo guys. It is also packed well. So far this is the best shop for me."
m*****o,5,"Best Feature:10/10
Value For Money:10/10
Product Quality:10/10

I love it. Fast delivery. Well-packed. Will order again. Worth it. Thank you seller and thanks shopee"
