rating,comment,processed_comment,label,prediction
5,mas maliit siya sa actual smartwatch ko pero ok lang as long as hindi siya loose at madaling nasira like hydrogel thanks seller,ma maliit actual smartwatch ok lang long loo madal nasira like hydrogel,2,2
1,di sya kagaya sa pinadala nung nakaraan na red yung box yun talaga ang madikit at walang boubles i yung ngayon di maganda yung quality second purchase ko pa naman hays naka dalwa na ako nag ba boubles parin not good ngayon yung bagong binigay nyo,sya pinadala nung nakaraan red yung box yun talaga madikit boubl yung ngayon maganda yung qualiti second purchas naman hay naka dalwa nag ba boubl parin good ngayon yung bagong binigay nyo,0,2
5,first time to purchase sa shop na to bilis dumating ng items safe and secured ang packaging medyo maluwag lang ang case maganda quality ng straps,first time purchas shop bili dumat item safe secur packag medyo maluwag lang case maganda qualiti strap,2,2
3,not that touch sensitive protection pede na tricky i install ang screen protector madalas magkaka bubbles the trick is angat mo uli yung part na may bubbles then press it gently pa punta sa side til you removed the bubbles check nyo photos ko wala ni isang bubbles the only down side pag may screen protector ay less ang touch sensitivity ng watch you need to press lil bit more,touch sensit protect pede tricki instal screen protector madala magkaka bubbl trick angat mo uli yung part bubbl press gentl punta side til remov bubbl check nyo photo wala bubbl side pag screen protector le touch sensit watch need press lil bit,1,1
3,fast delivery received after days well packed and delivered in good condition pinabili lang ng asawa ko para sa apple watch nya kaso di rin naman nya ginamit kc nagbabubble daw,fast deliveri receiv day well pack deliv good condit pinabili lang asawa appl watch nya kaso rin naman nya ginamit kc nagbabubbl,1,2
5,the products are complete no damages no dents on case and tempered glasses you seller for these products i just made a mistake because i ordered mm instead of mm but i ordered again from this shop you seller,product complet damag dent case temper glass product made mistak order mm instead mm order shop,2,2
5,quality great great you for the fast delivery and good quality items highly recommend and will order again,qualiti great great fast deliveri good qualiti item high recommend order,2,2
5,nice smooth goods okay gamitin sa ipad ni bagets soo nice nagustuhan nya pati freebies you seller sa uulitin mabilis dumatingbat affordable classy lokk pa nga,nice smooth good okay gamitin ipad baget soo nice nagustuhan nya pati freebi uulitin mabili dumatingbat afford classi lokk,2,2
5,good high quality the seller s product is very good because it works with the cellphone it is also of high quality and the product arrived quickly i recommend this shop because it is worth it and easy on the pocket you seller,good high qualiti product good work cellphon also high qualiti product arriv quick recommend shop worth easi pocket,2,2
5,color good it s affordable yet does the job well surpassed my expectations i looks clean hindi magnet ang pen caps kaya siguro afforable other pens cost kasi if may magnet anyways it s really cute and all good,color good afford yet job well surpass expect look clean magnet pen cap siguro affor pen cost magnet anyway realli cute good,2,2
5,it works on my phone d smooth to use nice to use good smooth nice to use great it works to my phone im so happy its smooth to use perfect its almost christmas this is so nicee ahhh but its small but fun to use d,work phone smooth use nice use good smooth nice use great work phone im happi smooth use perfect almost christma nice ahhh small fun use,2,2
5,very very nice value for money economical napakamura at gumagana useful like it specially para sa bata hindi aksaya sa lapis at tinta at since mas gusto nila hawakan ang tablet kesa sa papel then this is a good choice for the kids,nice valu money econom napakamura gumagana use like special bata aksaya lapi tinta sinc ma hawakan tablet kesa papel good choic kid,2,2
5,first time ko po mag order and i m sure magagamit ko ito sa subj thoect namin na animation and draw sobrang ganda po i really recommend this shop and ambilis lang dumating ng order ko and complete din you so much seller pagpatuloy niyo lang po yung magandang serbisyo para mas dumami pa ang,first time po order sure magagamit subj thoect anim draw sobrang ganda po realli recommend shop ambili lang dumat order complet much pagpatuloy niyo lang po yung magandang serbisyo ma dumami,2,2
5,good color fine very cute well order again soon you worth naman hintayin i recommend this shop everyone who see this comment you should buy now highly recommended you so much,good color fine cute well order soon worth naman hintayin recommend shop everyon see comment buy high recommend much,2,2
5,it was a nice product and high quality,nice product high qualiti,2,2
3,medyo delayed double feature hindi ko inakala na ikli lang pala ang tip yung pen mukhang mumufahin lang kasi panget quality niya mapag tiya tiyagaan naman sya,medyo delay doubl featur inakala ik lang pala tip yung pen mukhang mumufahin lang panget qualiti mapag tiya tiyagaan naman sya,1,2
5,good good good excellent quality very accommodating seller not well packed item shipped immediately will order again thanks seller,good good good excel qualiti accommod well pack item ship immedi order,2,2
4,it s working smooth tip good didn t expect it to work actually but good thing it did but i wasn t expecting that there would be a ink pen on the other end,work smooth tip good expect work actual good thing expect would ink pen end,2,2
5,very good easy to use stylish and nice color im satisfied and im happy for this product for the cheaper price,good easi use stylish nice color im satisfi im happi product cheaper price,2,2
4,alright cheap and affordable it is okay for uts price my daughter said it s not perfect but she enjoys using it hope this will last long,alright cheap afford okay ut price daughter said perfect enjoy use hope last long,2,2
4,very nice sana magtagal yung ink ng ballpen as for the stylus it s actually pretty nice ang smooth and ang galing value for money high quality siya tapos cheap lang highly recommended pesos lang nagastos ko tapos stylus na yung nabili mali nga lang yung color i ordered rose gold white and blacks pero white and dumating instead of rose gold mabilis din dumating i think days,nice sana magtag yung ink ballpen stylus actual pretti nice smooth gale valu money high qualiti tapo cheap lang high recommend peso lang nagasto tapo stylus yung nabili mali lang yung color order rose gold white black white dumat instead rose gold mabili dumat think day,2,2
5,works just fine glides smoothly on the screen nice color arrived just in time complete and correct variation well packed individually packed with plastic my daughter loves it very nice color ang ganda ng rose gold you shopee and seller til our next transaction,work fine glide smooth screen nice color arriv time complet correct variat well pack individu pack plastic daughter love nice color ganda rose gold shope til next transact,2,2
5,good stylus good arrived just in time well packed with individual plastic correct variation works fine with cellphones tablet my daughter loves it you shopee and seller it s my nd time to order from this shop i will definitely order again,good stylus good arriv time well pack individu plastic correct variat work fine cellphon tablet daughter love shope nd time order shop definit order,2,2
5,its sensitive smooth value for money i love it coz it s really working on my phone unlike the other pen na i bought at the same time buti na lang pala bumili ako neto orelse mabubukya ako the items are not well packaged though prone sya sa damage if ever mahulog ung parcel mo or mabalibag scannable naman ang qr code ng iba although of the item are not found via scan the box by the way is paramg coin purse ang laki parang malaki sya medju sa pictures pero carry lang usable na to like it naman i will rate the seller fair since out items are ok naman kahit papano,sensit smooth valu money love coz realli work phone unlik pen bought time buti lang pala bumili neto orels mabubukya item well packag though prone sya damag ever mahulog ung parcel mo mabalibag scannabl naman qr code although item found via scan box way paramg coin purs laki parang malaki sya medju pictur carri lang usabl like naman rate fair sinc item ok naman papano,2,2
5,you get what you pay for value for money dual use this is my second time ordering and i m not disappointed at all will definitely order again if needed,get pay valu money dual use second time order disappoint definit order need,2,2
4,maganda nmn xia satisfied nmn ako thought maganda ang kulay kunga qnu nasa picture yun din talaga so,maganda nmn xia satisfi nmn thought maganda kulay kunga qnu nasa pictur yun talaga,2,2
5,pen is working stylus is ok handy and compatible with iphone mukhang durable naman you seller might repurchase from your shop,pen work stylus ok handi compat iphon mukhang durabl naman might repurchas shop,2,2
5,in one value for money the purchase is worth it i m very satisfied with it it definitely works and the ball pen side is pretty smooth on paper,one valu money purchas worth satisfi definit work ball pen side pretti smooth paper,2,2
5,ok ok ok good quality hopefully not damage because i didnt tried it yet secured upon arriving and it cam earlier than i thought you seller though godbless,ok ok ok good qualiti hope damag didnt tri yet secur upon arriv cam earlier thought though godbless,2,2
5,very nice quality value for money only good color black legit very nice yung ballpen in na sya thanks seller,nice qualiti valu money good color black legit nice yung ballpen sya,2,2
4,good good value for money good,good good valu money good,2,2
4,good the silicon type tip stiff natry ko sa ordinary na tablet okay naman nagreresponse naman but wag mag expect sa talagang tab at stylus magkaiba un,good silicon type tip stiff natri ordinari tablet okay naman nagrerespons naman wag expect talagang tab stylus magkaiba un,2,2
5,worth it dito promise worth it dito i love it for my iphone ipad very useful i love it ganda lahat ng nabili ko yung stand very mura gamit na gamit ko to sa online ko or kahit na anong pang stand ng phone yung pencil din ng phone sobrang ganda para sa mga iphone user na nag hihighlights ng pdf sa phone or ipad okay yung relo ang mura hahahaahha pero ang ganda nya di halata na mura pala siya pero ganda sa kamay po thanks what u see is what u g,worth promis worth love iphon ipad use love ganda nabili yung stand mura gamit gamit onlin anong pang stand phone yung pencil phone sobrang ganda iphon user nag hihighlight pdf phone ipad okay yung relo mura hahahaahha ganda nya halata mura pala ganda kamay po u see u g,2,2
5,ang smooth yung stylus point nya po love it po bili na kayu,smooth yung stylus point nya po love po bili kayu,2,2
4,nice excellent quality na try naman na pang top lang naman parang hindi pwedeng pang sulat ehe mura din kesa sa ibng shop,nice excel qualiti tri naman pang top lang naman parang pwedeng pang sulat ehe mura kesa ibng shop,2,2
5,the stylus value for money top quality supreb although i ve said top quality i meant for it s cheap price the tip of the stylus looks like it would fall off but whatever works for me,stylus valu money top qualiti supreb although said top qualiti meant cheap price tip stylus look like would fall whatev work,2,2
5,pen mabilis dumating ang order ko maganda din sya pero hindi ko pa na try gamitin talaga pang drawing edit ng picture,pen mabili dumat order maganda sya tri gamitin talaga pang draw edit pictur,2,2
5,excellent speed and camera excellent second time ordering from this legit oppo official shopee store they didn t disappoint packaging is safe and secure delivery rider read my remarks and called me first bago ideliver to make sure that i m reachable and available especially that my order is cash on delivery you oppo and shopee,excel speed camera excel second time order legit oppo offici shope store disappoint packag safe secur deliveri rider read remark call first ideliv make sure reachabl avail especi order cash deliveri oppo shope,2,2
5,nice all ordered received on st finally nakapag upgrade din ng phone after years oppo user for years still all my phones are working but i need higher memory na i love this phone super sealed when arrived,nice order receiv st final nakapag upgrad phone year oppo user year still phone work need higher memori love phone super seal arriv,2,2
5,thankyou oppo from oppo reno st series yrs ago and still working and smooth and now oppo reno g may dito sim pa yan ksama di lng nksama sa picture,oppo oppo reno st seri yr ago still work smooth oppo reno g sim yan ksama lng nksama pictur,2,2
5,it is very perfect i like the new features of reno series very good after days sa wakas salamat shoppee for deliver it properly and i have an oppo reno series finally,perfect like new featur reno seri good day waka shoppe deliv proper oppo reno seri final,2,2
5,amazing good quality legit store sa mga mahilig sa camera like me maganda pati video para lang naka gimbal you oppo official stay good service sa customer,amaz good qualiti legit store mahilig camera like maganda pati video lang naka gimbal oppo offici stay good servic custom,2,2
5,my rd oppo phone super legit with huge discounts pa got mine for only k oppo enco w and dito sim you oppo,rd oppo phone super legit huge discount got mine k oppo enco w sim oppo,2,2
5,legit store thanks so much seller for the well packed package and fast delivery akala ko bato ang dadting hehehehe thankful that same with the reviews ang phone ay sobrang smooth lang,legit store much well pack packag fast deliveri bato dadt heheheh thank review phone sobrang smooth lang,2,2
1,good camera good wala man lang freebies phone adaptor at cable lang meron di gaya sa mga sabi sa reviews,good camera good wala man lang freebi phone adaptor cabl lang meron gaya sabi review,0,2
5,good quality dumating na po ang item maganda po sobra worth it po,good qualiti dumat po item maganda po sobra worth po,2,2
5,smooth camera not yet tested since bago pa lang pero feeling ko okay naman legit hindi bato ang makukuha nyo bwehehe mabait din si rider and seller you so much will edit the review soon for photos videos,smooth camera yet test sinc lang feel okay naman legit bato makukuha nyo bweheh mabait si rider much edit review soon photo video,2,2
3,good good good maganda po ung phone you pero nag expect ako na may freebies sya like the other na nakakuha ng free earpods and sim sakin kc wala,good good good maganda po ung phone nag expect freebi sya like nakakuha free earpod sim sakin kc wala,1,2
5,i m yet to open the packaging we ll see i m personally not a fan of oppo phones but this is a gift and the recipient loves it so i m gonna give this a star it s also a very smooth gaming phone as i ve tried playing cod at high settings on it,yet open packag see person fan oppo phone gift recipi love gon give star also smooth game phone tri play cod high set,2,2
5,the best so far camera and all so far im loving it di ako nag sisi dito ako umorder,best far camera far im love nag sisi umord,2,2
5,excellent cp performance big storage and camera quality excellent everything is excellent cp quality performance big storage and photo vid shots thanks seller,excel cp perform big storag camera qualiti excel everyth excel cp qualiti perform big storag photo vid shot,2,2
5,so so ok ordered feb received in feb ok naman siya nung una pero now medyo lag na siya di naman ako naglalaro sa phone tiktok lang at fb pero naglalag na siya sa tiktok specially pag nag iscroll at sa bank app din ayaw mag settle sa app babalik siya sa home pero nung triny ko sa iphone ko ok naman hay first android ko to by the way iba parin talaga si mansanas tapos no freebies din kahit earphone so need ko pang bumili,ok order feb receiv feb ok naman nung medyo lag naman naglalaro phone tiktok lang fb naglalag tiktok special pag nag iscrol bank app ayaw settl app babalik home nung trini iphon ok naman hay first android way parin talaga si mansana tapo freebi earphon need pang bumili,2,2
5,good camera good,good camera good,2,2
5,excellent excellent excellent kahit mahal sulit ang bayad maganda yun unit salamat seller,excel excel excel mahal sulit bayad maganda yun unit,2,2
5,excellent quality since then oppo lover ako,excel qualiti sinc oppo lover,2,2
5,excellent excellent excellent sobrang ganda po ng phone,excel excel excel sobrang ganda po phone,2,2
5,the built of the phone magnificent well protected i m just disappointed nung time na pinurchase ko yan may naka display na free q smart watch pero hindi pa daw time yun for freebies i mean if i ordered it hours before my original purchase time i could have had the smart watch another thing it is sad that earphones is not included in the inclusions aside from that all is smooth fast delivery,built phone magnific well protect disappoint nung time pinurchas yan naka display free q smart watch time yun freebi mean order hour origin purchas time could smart watch anoth thing sad earphon includ inclus asid smooth fast deliveri,2,2
5,super bilis ng delivery and legit sellet natuwa ang niregaluhan ko no issues with the item as well,super bili deliveri legit sellet natuwa niregaluhan issu item well,2,2
5,good good good the cell phone in good condition and also the freebies,good good good cell phone good condit also freebi,2,2
5,good good camera and video fast delivery,good good camera video fast deliveri,2,2
5,the the cp unit was good but the free enco earbuds was defective tried asking for replacement but told me to go to oppo service center nakakadisappoint,cp unit good free enco earbud defect tri ask replac told go oppo servic center nakakadisappoint,2,2
5,god wala namang damage nung dumating after days din dumating na hehe testing it right now,god wala namang damag nung dumat day dumat hehe test right,2,2
5,bilis ng delivery ordered sept delivered sept you seller,bili deliveri order sept deliv sept,2,2
5,great camera storage watts charging high,great camera storag watt charg high,2,2
5,no sd card slot camera and charger no memory card slot for this photo,sd card slot camera charger memori card slot photo,2,2
5,oppo lover as always you so much,oppo lover alway much,2,2
5,youuuu maganda at gumagana po lahat mabilis din ang delivery,youuuu maganda gumagana po mabili deliveri,2,2
5,perfect ganda and tama ung deliver hehe legit and quality order ulit ako pag naubos hehe tsaka sealed na sealed ultimo sa pag ka package ay well package at hnd nagusot ang box,perfect ganda tama ung deliv hehe legit qualiti order ulit pag naubo hehe tsaka seal seal ultimo pag packag well packag hnd nagusot box,2,2
5,affordable great great youuuu so much seller will buy again next time fast shipping and delivery good quality packed well safe secured,afford great great youuuu much buy next time fast ship deliveri good qualiti pack well safe secur,2,2
5,good really fast delivery arrived days earlier than expected item was well packaged and the flavor is really good will most definitely buy again soon,good realli fast deliveri arriv day earlier expect item well packag flavor realli good definit buy soon,2,2
5,airflow control the item was delivered immediately last long for two days when fully charged,airflow control item deliv immedi last long two day fulli charg,2,2
5,got my item in good condition item was well packed item was shipped immediately as well so far ok cya nice ung color nya and i love the taste as well very chic ang design and i could say one of the best disposable pods so far will buy again soon,got item good condit item well pack item ship immedi well far ok cya nice ung color nya love tast well chic design could say one best dispos pod far buy soon,2,2
5,great love the adjustable airflow feature great love the flavors shipped immediately well packed complete items no damages,great love adjust airflow featur great love flavor ship immedi well pack complet item damag,2,2
5,excellent excellent excellent purchased this vape last week and happy to inform you that it shipped like days you seller,excel excel excel purchas vape last week happi inform ship like day,2,2
5,arrived well paccked and no damage to unit item is working flavor is awesome battery life is superb will order again from this seller,arriv well pacck damag unit item work flavor awesom batteri life superb order,2,2
5,good good good my order arrived on time but the packaging isnt good see in the picture the product is working fine though and it taste good will buy again someday,good good good order arriv time packag isnt good see pictur product work fine though tast good buy someday,2,2
5,good design good pwede na hipakin,good design good pwede hipakin,2,2
5,super cute casing ng dispo ever looks like rimowa luggage hihihi would recommend sa mga gusto makuha agad order it only took days bago dumating,super cute case dispo ever look like rimowa luggag hihihi would recommend makuha agad order took day dumat,2,2
5,parcel arrived immediately in excellent condition and well packed you,parcel arriv immedi excel condit well pack,2,2
5,goods naman sya masarap din lasang lychee more than peach,good naman sya masarap lasang lyche peach,2,2
5,looks legit works properly box was deformed but plastic inside okay naman lush ice tastes so good lasang trident bubblegum iykyk,look legit work proper box deform plastic insid okay naman lush ice tast good lasang trident bubblegum iykyk,2,2
5,excellent superb superb mabilis dumating yung parcel and nasa good condition naman basta bago kayo umorder mag message muna regarding sa mga concerns niyo will def order again next time,excel superb superb mabili dumat yung parcel nasa good condit naman basta umord messag muna regard concern niyo def order next time,2,2
5,items arrived complete and well packaged will test and send another review you shopee and seller will definitely order again,item arriv complet well packag test send anoth review shope definit order,2,2
3,too strong yung mint the design ok naman yung pckaging lang yupi yupi despit na bubble wrap,strong yung mint design ok naman yung pckage lang yupi yupi despit bubbl wrap,1,1
5,the quality is great it s a very nice product and overall worth it for the price delivered fast too so you so much seller will definitely order again,qualiti great nice product overal worth price deliv fast much definit order,2,2
5,custom output durable lightweight lasts long great nice flavor durable and lasts a long time bought this product twice and have no regrets or issues it s great,custom output durabl lightweight last long great nice flavor durabl last long time bought product twice regret issu great,2,2
5,according to my dad the product does really well and it should help with cutting off the cigarette usage considering they re much more expensive nowadays,accord dad product realli well help cut cigarett usag consid much expens nowaday,2,2
5,hoping for k puffs k puffs superb so far so good hoping i can maximize this by having around to k puffs,hope k puff k puff superb far good hope maxim around k puff,2,2
5,flavour and battery life long lasting goods let me take you down cause i m going to strawberry fields nothing is real and nothing to get hung about strawberry fields forever living is easy with eyes closed misunderstanding all you see it s getting hard to be someone but it all works out it doesn t matter much to me let me take you down cause i m going to strawberry fields nothing is real and nothing to get hung about strawberry fields forever,flavour batteri life long last good let take caus go strawberri field noth real noth get hung strawberri field forev live easi eye close misunderstand see get hard someon work matter much let take caus go strawberri field noth real noth get hung strawberri field forev,2,2
5,good flexible output high volume puffs great great build quality and flavors doesn t burn even after charging lasts a really long time and generally just looks cute a little bulky but not too heavy and is durable enough to survive falls,good flexibl output high volum puff great great build qualiti flavor burn even charg last realli long time general look cute littl bulki heavi durabl enough surviv fall,2,2
4,good good masarap naman kaya di ko alam na my menthol effect pala to ayoko pa naman ng menthol kase nahihilo ako pag my menthol flavor anywaysss pwede narin nextime try ko ibang flavor recommend naman kayo ng walang menthol ice po thanks,good good masarap naman alam menthol effect pala ayoko naman menthol kase nahihilo pag menthol flavor anywaysss pwede narin nextim tri ibang flavor recommend naman menthol ice po,2,2
5,finally dumating din order ko nahassle lang sa delivery pero fault naman ng courier had to reorder dahil nireturn to sender ni courier yung st order ko may sira yung ibang box as seen sa picture baka dahil sa pagkakapack at sa shipment pero okay naman ang items na laman,final dumat order nahassl lang deliveri fault naman courier reorder nireturn sender courier yung st order sira yung ibang box seen pictur pagkakapack shipment okay naman item laman,2,2
1,okay po sana kaso parang may leak yung isa pag bukas ko sa lalagyan basa napo yung device,okay po sana kaso parang leak yung pag buka lalagyan basa napo yung devic,0,0
5,th time ordering na tig hays ansarap,th time order tig hay ansarap,2,2
5,parcel arrived immediately in excellent condition and well packed seller is kind and very accommodating you,parcel arriv immedi excel condit well pack kind accommod,2,2
5,i think nagustuhan naman ni mister will surely order again from this shop ibang flavor naman ang itatry you so much seller,think nagustuhan naman mister sure order shop ibang flavor naman itatri much,2,2
5,works fine best,work fine best,2,2
5,napaka daming features solid ang quality matagal ma lowbat legit na legit sulit ang pagbili promise,dame featur solid qualiti matag lowbat legit legit sulit pagbili promis,2,2
5,over all okay very good steps and calories what you see is what you get very affordable but i doubt the water resist part better not to submerge it na lang in water for longer life of the watch battery lasts days na now pero di pa sya drained recommended you seller for the fast delivery and good condition of item,okay good step calori see get afford doubt water resist part better submerg lang water longer life watch batteri last day sya drain recommend fast deliveri good condit item,2,2
5,galante ganda sana tumagal charge ko pa sya bumili ako nang tatlo for only each kaso nagustuhan nang sister ko kinuha ang isa bumili ako ulit kaso back to normal na yung price to xiaomi nemen eh pero you,galant ganda sana tumag charg sya bumili nang kaso nagustuhan nang sister kinuha bumili ulit kaso back normal yung price xiaomi nemen eh,2,2
5,working well meet my expectation very good you seller for this product its nice and working i will order again soon godbless,work well meet expect good product nice work order soon godbless,2,2
5,sobrang ganda niyaaaaa sobrang sulit din para sa price niya order na rin kayo madali lang naman sundan yung mga steps para ma sync siya sa phone,sobrang ganda niyaaaaa sobrang sulit price order rin lang naman sundan yung step sync phone,2,2
5,good good good you seller for fast delivery and good products,good good good fast deliveri good product,2,2
5,quite good for it s price its digital clock is working light in it s sense i was thinking if it will be good as a gift the box when delivered is broken or with deformed sheath so it cannot be wrapped the item arrived not with a good box i find it hard also to attach and detach it to its wristband hopefully next time if someone orders it it will be well the rider when at first i was not around and i guess it will not be delivered still it was delivered and i thanked him for that although there was no conversation with the seller it arrived but in many ways i the seller for this item though it arrived that long for all of you buyers there it will be a good present especially to age and above,quit good price digit clock work light sen think good gift box deliv broken deform sheath wrap item arriv good box find hard also attach detach wristband hope next time someon order well rider first around guess deliv still deliv thank although convers arriv mani way item though arriv long buyer good present especi age,2,2
5,medyo nahirapan nakaconnect sa device pero oks naman na mabilis ang shipping arrived last march pero sa system nila march ang arrival all in all ok sya you seller and rider,medyo nahirapan nakaconnect devic ok naman mabili ship arriv last march system march arriv ok sya rider,2,2
5,love it,love,2,2
5,great touch screen feature good need to charge first before using although the box is deformed the items is still working with a free otg adapter great buys in cheap price,great touch screen featur good need charg first use although box deform item still work free otg adapt great buy cheap price,2,2
5,very nice i like how u can change the photo and its really cute and fashionable soya para saken and theres no problem sa shipping safe naman siya dumating lownat nga lang nung shshs,nice like u chang photo realli cute fashion soya saken there problem ship safe naman dumat lownat lang nung shshs,2,2
5,received the item in good order and condition it was packed in a bubble pouch which make the item secured it was working hope it will last and most of all helpful to me the shop is highly recommended salamat seller salamat shopee,receiv item good order condit pack bubbl pouch make item secur work hope last help shop high recommend shope,2,2
5,meet my expectations excellent best idea for gift sana sa susunod morning na sya ma deliver the strap medyo maluwag saakin since i am very skinny but all is fine naman medyo nahirapan ako sa pagconnect but i did it successfully naman with patience you seller,meet expect excel best idea gift sana susunod morn sya deliv strap medyo maluwag saakin sinc skinni fine naman medyo nahirapan pagconnect success naman patienc,2,2
4,super handy good quality ok lng tnx seller what you pay is what you get ok and goods na din,super handi good qualiti ok lng tnx pay get ok good,2,2
1,strap sent was broken would understand the product is not legit but at least seller could have sent a strap that is not broken,strap sent broken would understand product legit least could sent strap broken,0,0
5,performance average feature mura yung product pwede na kasi compare mo sa mahal okay na din pwede na okay naman,perform averag featur mura yung product pwede compar mo mahal okay pwede okay naman,2,2
5,it s too early to tell but perhaps battery life maganda naman you know that it s not orig kasi some features do not work sa app pero not bad parin for its price,earli tell perhap batteri life maganda naman know orig featur work app bad parin price,2,2
4,ok good average my guhit po pero okay nmn xa,ok good averag guhit po okay nmn xa,2,2
4,quite satisfied messages call bp and your walk can be monitored quite good i guess some photos and text are not related only for coins purposes the product here is very legit what you see is what you can get you just need to dl the fitpro app to use the watch properly,quit satisfi messag call bp walk monitor quit good guess photo text relat coin purpos product legit see get need dl fitpro app use watch proper,2,2
5,maganda siya nung una hindi pa gumana kasi pala low battery haha matagal din siya ma lowbat madali lang naman gamitin keri na rin sa price niya,maganda nung gumana pala low batteri haha matag lowbat lang naman gamitin keri rin price,2,2
5,this is adorable although the box was kinda smush but that doesn t matter as long as the inside is fine and the seller was really nice he she even guided me and the order came really fast the band was kinda not a perfect fit for me but i have an extra band anyway i really recommend this,ador although box kinda smush matter long insid fine realli nice even guid order came realli fast band kinda perfect fit extra band anyway realli recommend,2,2
4,good good good okay naman yung product pinalitan ko nalang yung strap kasi hindi ko bet yung kulay yellow pero okay naman hindi lang gumagana yung ibang features at ang pahirapan e connect sa cp,good good good okay naman yung product pinalitan nalang yung strap bet yung kulay yellow okay naman lang gumagana yung ibang featur pahirapan e connect cp,2,2
3,good nice and functioning,good nice function,1,2
5,good okay not yet tested well received and all is okay you everyone,good okay yet test well receiv okay everyon,2,2
5,di kpa sya n open charge kpa mag kaiba pala cla ng charger ng mi band at parang sobrang gaan parang di original di sya touch screen di parehas ng akala mas mag enjoy ako s kanya hehe mabuti lng,kpa sya n open charg kpa kaiba pala cla charger mi band parang sobrang gaan parang origin sya touch screen pareha ma enjoy hehe mabuti lng,2,2
5,counting walks goods naman working maganda po at gumagana siya salamat shopee seller sa rider nagasgasan lang agad,count walk good naman work maganda po gumagana shope rider nagasgasan lang agad,2,2
5,nice thanks to shopee seller and rider for very accommodating,nice shope rider accommod,2,2
4,good good alarm,good good alarm,2,2
5,good good good you so much,good good good much,2,2
5,perfect fit for my watch good quality for its price and items were complete and shipped immediately tama rin ung colors na dumating sulit buys thanks seller well packaged,perfect fit watch good qualiti price item complet ship immedi tama rin ung color dumat sulit buy well packag,2,2
4,value for money salamat shopee at salamat narin kay kuyang driver naideliver ng maayos yung parcel ko compared sa original na band wrist na nandito sakin mas malambot to okay lang rin dahil najustify naman yung price salamat uli,valu money shope narin kuyang driver naideliv maayo yung parcel compar origin band wrist nandito sakin ma malambot okay lang rin najustifi naman yung price uli,2,2
5,huawei band e not included only reviewing the wristband strap excellent quality very fast transaction only took a week to deliver it is well wrapped and the product is secured i will definitely order again but in different color the wristband is lightweight,huawei band e includ review wristband strap excel qualiti fast transact took week deliv well wrap product secur definit order differ color wristband lightweight,2,2
5,super tagal djmating pero understandable namam since overseas good quality sakto sya sa huawei e ko sulit sana bumili pa ko ng iba pang colors don t get up don t stand up please don t put ur hands up and don t make me tell u again sit down,super tagal djmat understand namam sinc oversea good qualiti sakto sya huawei e sulit sana bumili pang color get stand plea put ur hand make tell u sit,2,2
5,value for money very good very good legit product,valu money good good legit product,2,2
5,exact size the one on the right side is the original band from huawei this band is glossy soft matt i donno how to explain this uhm it feels like a slime hahaha anyways good quality and complete orders you,exact size one right side origin band huawei band glossi soft matt donno explain uhm feel like slime hahaha anyway good qualiti complet order,2,2
5,ang ganda nung silicone talagang fit talaga sya sa huawei band ko at kumportable sya suutin kumapara sa dati kong strap you so much po seller,ganda nung silicon talagang fit talaga sya huawei band kumport sya suutin kumapara dati strap much po,2,2
5,color value for money good nice thanks seller for the nice product i like the color and material very affordable and friendly budget again thanks saktong sakto sa e huawei,color valu money good nice nice product like color materi afford friend budget saktong sakto e huawei,2,2
5,colors are soo cute and it fits my smart watch perfectly got it in a low price and free shipping you so much will order again,color soo cute fit smart watch perfect got low price free ship much order,2,2
5,same as in the detail value for money worth it sa price good quality good item same as in the picture nice quality well recommended i ordered black and teal blue,detail valu money worth price good qualiti good item pictur nice qualiti well recommend order black teal blue,2,2
5,value for money sulit good maganda you po ng marami seller ok naman ang quality sulit na sa presyo nya sa susunod na pag order po ulit,valu money sulit good maganda po ok naman qualiti sulit presyo nya susunod pag order po ulit,2,2
5,maganda ang fitting nga saktong sakto i love the color fast shipping din narcvd ko kaagad thanks to seller and of course sa rider na kahit maulan nagdedeliver pa rin on time,maganda fit saktong sakto love color fast ship narcvd kaagad cours rider maulan nagdedeliv rin time,2,2
5,it s not a seamless fit but it s close so considering the price definitely not that bad medyo matagal lang talaga shipping like i ve had other packages naman from overseas sa china pero isa ito sa mga mas natagalan lagpas one week and ang tagal nastuck sa sorting center sa shenzen,seamless fit close consid price definit bad medyo matag lang talaga ship like packag naman oversea china ma natagalan lagpa one week tagal nastuck sort center shenzen,2,2
5,excellent excellent value for money affordable received my parcel in good condition and no damage super like it the color is nice and excellent quality you for the delivery man for his very accommodating customer service,excel excel valu money afford receiv parcel good condit damag super like color nice excel qualiti deliveri man accommod custom servic,2,2
5,you seller ganda nya will order again di naman nkakainip mag antay days lang dumating na overseas pa sya nun my freebie pa salamat seller ok din pagkakabalot safe yung item,ganda nya order naman nkakainip antay day lang dumat oversea sya nun freebi ok pagkakabalot safe yung item,2,2
5,very nice items fit na fir sa model ng watch ko since naputol original pero ok lng kasi mas okay naman mga kulay neto and nice quality pa,nice item fit fir model watch sinc naputol origin ok lng ma okay naman kulay neto nice qualiti,2,2
5,softer than the original strap also is longer than the original strap it has two extra holes not found on the original and it has a metallic clasp instead of plastic still its very good to wear and looks pretty,softer origin strap also longer origin strap two extra hole found origin metal clasp instead plastic still good wear look pretti,2,2
